rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
195,9600,Food & Beverage,Pamela Mars,63,United States,Alexandria,"Candy, pet food",Food & Beverage,United States,,False,U,F,1960-08-01 00:00:00,Mars,Pamela,,4/4/2023 5:01,Virginia,South,1960.0,8.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
195,9600,Food & Beverage,Valerie Mars,64,United States,New York,"Candy, pet food",Food & Beverage,United States,,False,U,F,1959-01-26 00:00:00,Mars,Valerie,,4/4/2023 5:01,New York,Northeast,1959.0,1.0,26.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
195,9600,Food & Beverage,Victoria Mars,67,United States,Philadelphia,"Candy, pet food",Food & Beverage,United States,,False,U,F,1956-12-15 00:00:00,Mars,Victoria,,4/4/2023 5:01,Pennsylvania,Northeast,1956.0,12.0,15.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
202,9500,Finance & Investments,Vincent Bolloré & family,71,France,Paris,Investments,Finance & Investments,France,,False,U,M,1952-04-01 00:00:00,Bolloré,Vincent,,4/4/2023 5:01,,,1952.0,4.0,1.0,110.05,1.1,-2147483648,66,103,82.5,24.2,61,67059887
202,9500,Diversified,Jim Pattison,95,Canada,Vancouver,Diversified,Diversified,Canada,Jim Pattison Group,True,D,M,1928-10-01 00:00:00,Pattison,Jim,"Founder, Chairman and CEO",4/4/2023 5:01,,,1928.0,10.0,1.0,116.76,1.9,-2147483648,69,101,81.9,12.8,25,36991981
204,9400,Healthcare,Ernesto Bertarelli,58,Switzerland,Gstaad,"Biotech, investments",Healthcare,Switzerland,,False,U,M,1965-09-22 00:00:00,Bertarelli,Ernesto,,4/4/2023 5:01,,,1965.0,9.0,22.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
204,9400,Technology,Wang Xing,44,China,Beijing,Food delivery,Technology,China,,True,D,M,1979-02-18 00:00:00,Wang,Xing,,4/4/2023 5:01,,,1979.0,2.0,18.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
206,9300,Technology,Brian Chesky,42,United States,San Francisco,Airbnb,Technology,United States,"Airbnb, Inc.",True,D,M,1981-08-29 00:00:00,Chesky,Brian,CEO and Cofounder,4/4/2023 5:01,California,West,1981.0,8.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
206,9300,Manufacturing,James Dyson,76,United Kingdom,Gloucestershire,Vacuums,Manufacturing,United Kingdom,,True,U,M,1947-05-02 00:00:00,Dyson,James,,4/4/2023 5:01,,,1947.0,5.0,2.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
208,9200,Diversified,Roman Abramovich & family,57,Russia,Moscow,"Steel, investments",Diversified,Russia,,True,U,M,1966-10-24 00:00:00,Abramovich,Roman,,4/4/2023 5:01,,,1966.0,10.0,24.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
208,9200,Diversified,Antonia Ax:son Johnson & family,80,Sweden,Stockholm,Diversified,Diversified,Sweden,,False,U,F,1943-09-06 00:00:00,Ax:son Johnson,Antonia,,4/4/2023 5:01,,,1943.0,9.0,6.0,110.51,1.8,-2147483648,67,127,82.5,27.9,50,10285453
208,9200,Energy,Daniel Kretinsky,48,Czech Republic,Prague,"Energy, investments",Energy,Czech Republic,,True,U,M,1975-07-09 00:00:00,Kretinsky,Daniel,,4/4/2023 5:01,,,1975.0,7.0,9.0,116.48,2.8,-2147483648,65,101,79.0,14.9,47,10669709
208,9200,Media & Entertainment,John Malone,82,United States,Elizabeth,Cable television,Media & Entertainment,United States,,True,U,M,1941-03-07 00:00:00,Malone,John,,4/4/2023 5:01,Colorado,West,1941.0,3.0,7.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
208,9200,Technology,Azim Premji,78,India,Bangalore,Software services,Technology,India,Wipro Ltd.,False,D,M,1945-07-24 00:00:00,Premji,Azim,Founder Chairman,4/4/2023 5:01,,,1945.0,7.0,24.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
208,9200,Finance & Investments,Charles Schwab,86,United States,Woodside,Discount brokerage,Finance & Investments,United States,Charles Schwab Corp.,True,D,M,1937-07-29 00:00:00,Schwab,Charles,Investor,4/4/2023 5:01,California,West,1937.0,7.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
208,9200,Fashion & Retail,Eric Smidt,63,United States,Beverly Hills,Hardware stores,Fashion & Retail,United States,,True,U,M,1960-01-01 00:00:00,Smidt,Eric,,4/4/2023 5:01,California,West,1960.0,1.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
215,9000,Technology,David Cheriton,72,United States,Palo Alto,Google,Technology,Canada,Stanford University,True,D,M,1951-03-29 00:00:00,Cheriton,David,Professor,4/4/2023 5:01,California,West,1951.0,3.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
215,9000,Metals & Mining,Ivan Glasenberg,66,Switzerland,Ruschlikon,Mining,Metals & Mining,Switzerland,,True,D,M,1957-01-07 00:00:00,Glasenberg,Ivan,,4/4/2023 5:01,,,1957.0,1.0,7.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
215,9000,Real Estate,Alexander Otto,56,Germany,Hamburg,Real estate,Real Estate,Germany,,False,D,M,1967-07-07 00:00:00,Otto,Alexander,,4/4/2023 5:01,,,1967.0,7.0,7.0,112.85,1.4,-2147483648,71,104,80.9,11.5,49,83132799
215,9000,Food & Beverage,Anthony von Mandl,73,Canada,Vancouver,Alcoholic beverages,Food & Beverage,Canada,,True,U,M,1950-03-10 00:00:00,von Mandl,Anthony,,4/4/2023 5:01,,,1950.0,3.0,10.0,116.76,1.9,-2147483648,69,101,81.9,12.8,25,36991981
215,9000,Manufacturing,Wang Liping & family,57,China,Changzhou,Hydraulic machinery,Manufacturing,China,,True,U,M,1966-02-24 00:00:00,Wang,Liping,,4/4/2023 5:01,,,1966.0,2.0,24.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
220,8900,Food & Beverage,Finn Rausing,68,United Kingdom,London,Packaging,Food & Beverage,Sweden,,False,D,M,1955-01-01 00:00:00,Rausing,Finn,,4/4/2023 5:01,,,1955.0,1.0,1.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
220,8900,Food & Beverage,Jorn Rausing,63,United Kingdom,Surrey,Packaging,Food & Beverage,Sweden,,False,D,M,1960-01-01 00:00:00,Rausing,Jorn,,4/4/2023 5:01,,,1960.0,1.0,1.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
220,8900,Food & Beverage,Kirsten Rausing,71,United Kingdom,Newmarket,Packaging,Food & Beverage,Sweden,,False,D,F,1952-06-06 00:00:00,Rausing,Kirsten,,4/4/2023 5:01,,,1952.0,6.0,6.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
223,8800,Fashion & Retail,Tatyana Bakalchuk,48,Russia,Moscow region,Ecommerce,Fashion & Retail,Russia,,True,U,F,1975-10-16 00:00:00,Bakalchuk,Tatyana,,4/4/2023 5:01,,,1975.0,10.0,16.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
223,8800,Technology,John Doerr,72,United States,Woodside,Venture capital,Technology,United States,Kleiner Perkins,True,D,M,1951-06-29 00:00:00,Doerr,John,Investor,4/4/2023 5:01,California,West,1951.0,6.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
223,8800,Technology,Richard Liu,49,China,Beijing,E-commerce,Technology,China,,True,D,M,1974-03-10 00:00:00,Liu,Richard,,4/4/2023 5:01,,,1974.0,3.0,10.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
223,8800,Technology,Dustin Moskovitz,39,United States,San Francisco,Facebook,Technology,United States,Asana,True,D,M,1984-05-22 00:00:00,Moskovitz,Dustin,Cofounder,4/4/2023 5:01,California,West,1984.0,5.0,22.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
223,8800,Technology,Pierre Omidyar,56,United States,Honolulu,"EBay, PayPal",Technology,United States,eBay,True,D,M,1967-06-21 00:00:00,Omidyar,Pierre,Founder,4/4/2023 5:01,Hawaii,West,1967.0,6.0,21.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
223,8800,Energy,Pei Zhenhua,64,China,Ningde,Batteries,Energy,China,,True,D,M,1959-01-01 00:00:00,Pei,Zhenhua,,4/4/2023 5:01,,,1959.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
223,8800,Energy,Carrie Perrodo & family,72,United Kingdom,London,Oil,Energy,France,,False,U,F,1951-01-01 00:00:00,Perrodo,Carrie,Philanthropist,4/4/2023 5:01,,,1951.0,1.0,1.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
230,8700,Manufacturing,Chen Jianhua,52,China,Wujiang,Chemicals,Manufacturing,China,,True,U,M,1971-01-01 00:00:00,Chen,Jianhua,,4/4/2023 5:01,,,1971.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
230,8700,Fashion & Retail,Michael Otto,80,Germany,Hamburg,"Retail, real estate",Fashion & Retail,Germany,,False,D,M,1943-04-12 00:00:00,Otto,Michael,,4/4/2023 5:01,,,1943.0,4.0,12.0,112.85,1.4,-2147483648,71,104,80.9,11.5,49,83132799
232,8600,Finance & Investments,Leon Black,72,United States,New York,Private equity,Finance & Investments,United States,,True,D,M,1951-07-31 00:00:00,Black,Leon,,4/4/2023 5:01,New York,Northeast,1951.0,7.0,31.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
232,8600,Finance & Investments,Graeme Hart,68,New Zealand,Auckland,Investments,Finance & Investments,New Zealand,,True,D,M,1955-06-06 00:00:00,Hart,Graeme,,4/4/2023 5:01,,,1955.0,6.0,6.0,114.24,1.6,-2147483648,82,100,81.9,29.0,35,4841000
232,8600,Food & Beverage,Ravi Jaipuria,69,India,Delhi,"Soft drinks, fast food",Food & Beverage,India,,False,U,M,1954-11-28 00:00:00,Jaipuria,Ravi,,4/4/2023 5:01,,,1954.0,11.0,28.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
232,8600,Technology,Hasso Plattner & family,79,Germany,Heidelberg,Software,Technology,Germany,,True,U,M,1944-01-21 00:00:00,Plattner,Hasso,,4/4/2023 5:01,,,1944.0,1.0,21.0,112.85,1.4,-2147483648,71,104,80.9,11.5,49,83132799
232,8600,Food & Beverage,Carlos Alberto Sicupira & family,75,Switzerland,St. Gallen,Beer,Food & Beverage,Brazil,,True,U,M,1948-01-01 00:00:00,Sicupira,Carlos Alberto,,4/4/2023 5:01,,,1948.0,1.0,1.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
232,8600,Real Estate,Manuel Villar,74,Philippines,Manila,Real estate,Real Estate,Philippines,,True,U,M,1949-12-13 00:00:00,Villar,Manuel,,4/4/2023 5:01,,,1949.0,12.0,13.0,129.61,2.5,-2147483648,36,108,71.1,14.0,44,108116615
232,8600,Technology,Andreas von Bechtolsheim & family,68,United States,Palo Alto,Google,Technology,Germany,Arista Networks,True,D,M,1955-09-30 00:00:00,von Bechtolsheim,Andreas,"Cofounder, Chief Development Officer and Chairman",4/4/2023 5:01,California,West,1955.0,9.0,30.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
239,8500,Finance & Investments,"Chase Coleman, III.",48,United States,New York,Investments,Finance & Investments,United States,Tiger Global Management,True,D,M,1975-06-21 00:00:00,Coleman,Chase,Investor,4/4/2023 5:01,New York,Northeast,1975.0,6.0,21.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
239,8500,Fashion & Retail,Ann Walton Kroenke,75,United States,Electra,Walmart,Fashion & Retail,United States,,False,D,F,1948-12-18 00:00:00,Kroenke,Ann Walton,,4/4/2023 5:01,Texas,South,1948.0,12.0,18.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
239,8500,Manufacturing,Li Zhenguo & family,55,China,Xi'an,Solar wafers and modules,Manufacturing,China,,True,D,M,1968-01-01 00:00:00,Li,Zhenguo,,4/4/2023 5:01,,,1968.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
242,8400,Media & Entertainment,Jim Kennedy,76,United States,Atlanta,"Media, automotive",Media & Entertainment,United States,Cox Enterprises,False,U,M,1947-11-29 00:00:00,Kennedy,Jim,Chairman Emeritus,4/4/2023 5:01,Georgia,South,1947.0,11.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
242,8400,Metals & Mining,Nicky Oppenheimer & family,78,South Africa,Johannesburg,Diamonds,Metals & Mining,South Africa,,False,D,M,1945-06-08 00:00:00,Oppenheimer,Nicky,,4/4/2023 5:01,,,1945.0,6.0,8.0,158.93,4.1,-2147483648,23,101,63.9,27.5,30,58558270
242,8400,Media & Entertainment,Blair Parry-Okeden,73,Australia,New South Wales,"Media, automotive",Media & Entertainment,United States,,False,U,F,1950-05-21 00:00:00,Parry-Okeden,Blair,,4/4/2023 5:01,,,1950.0,5.0,21.0,119.8,1.6,-2147483648,114,101,82.7,23.0,48,25766605
242,8400,Metals & Mining,Zheng Shuliang & family,77,China,Binzhou,Aluminum products,Metals & Mining,China,,False,D,F,1946-01-01 00:00:00,Zheng,Shuliang,,4/4/2023 5:01,,,1946.0,1.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
246,8300,Fashion & Retail,John Morris,75,United States,Springfield,Sporting goods retail,Fashion & Retail,United States,,True,U,M,1948-03-19 00:00:00,Morris,John,,4/4/2023 5:01,Missouri,Midwest,1948.0,3.0,19.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
246,8300,Fashion & Retail,Stefano Pessina,82,Monaco,Monte Carlo,Drugstores,Fashion & Retail,Monaco,,False,D,M,1941-06-04 00:00:00,Pessina,Stefano,,4/4/2023 5:01,,,1941.0,6.0,4.0,,,-2147483648,68,103,,,44,38964
246,8300,Finance & Investments,Francine von Finck & family,61,Switzerland,Thurgau,Investments,Finance & Investments,Germany,,False,D,F,1962-01-01 00:00:00,von Finck,Francine,,4/4/2023 5:01,,,1962.0,1.0,1.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
249,8200,Real Estate,Francis Choi,76,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,True,U,M,1947-09-18 00:00:00,Choi,Francis,,4/4/2023 5:01,,,1947.0,9.0,18.0,,,-2147483648,68,103,,,44,507454841
249,8200,Energy,German Khan,62,Russia,Moscow,"Oil, banking, telecom",Energy,Russia,,True,U,M,1961-10-24 00:00:00,Khan,German,,4/4/2023 5:01,,,1961.0,10.0,24.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
249,8200,Diversified,Abdulsamad Rabiu,63,Nigeria,Lagos,"Cement, sugar",Diversified,Nigeria,,False,U,M,1960-08-04 00:00:00,Rabiu,Abdulsamad,,4/4/2023 5:01,,,1960.0,8.0,4.0,267.51,11.4,-2147483648,11,85,54.3,1.5,35,200963599
249,8200,Finance & Investments,George Roberts,80,United States,Atherton,Private equity,Finance & Investments,United States,,True,U,M,1943-09-14 00:00:00,Roberts,George,,4/4/2023 5:01,California,West,1943.0,9.0,14.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
249,8200,Real Estate,Kushal Pal Singh,92,India,Delhi,Real estate,Real Estate,India,,False,D,M,1931-08-15 00:00:00,Singh,Kushal Pal,,4/4/2023 5:01,,,1931.0,8.0,15.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
249,8200,Real Estate,Wang Jianlin,69,China,Beijing,Real estate,Real Estate,China,Dalian Wanda Group,True,D,M,1954-10-01 00:00:00,Wang,Jianlin,Chairman,4/4/2023 5:01,,,1954.0,10.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
249,8200,Real Estate,Yang Huiyan & family,42,China,Foshan,Real estate,Real Estate,China,,False,D,F,1981-09-27 00:00:00,Yang,Huiyan,,4/4/2023 5:01,,,1981.0,9.0,27.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
256,8100,Diversified,Laurent Dassault,70,France,Paris,Diversified,Diversified,France,,False,D,M,1953-07-07 00:00:00,Dassault,Laurent,,4/4/2023 5:01,,,1953.0,7.0,7.0,110.05,1.1,-2147483648,66,103,82.5,24.2,61,67059887
256,8100,Diversified,Thierry Dassault,66,France,Paris,Diversified,Diversified,France,,False,D,M,1957-03-26 00:00:00,Dassault,Thierry,,4/4/2023 5:01,,,1957.0,3.0,26.0,110.05,1.1,-2147483648,66,103,82.5,24.2,61,67059887
256,8100,Food & Beverage,Tilman Fertitta,66,United States,Houston,"Houston Rockets, entertainment",Food & Beverage,United States,Landry's Inc,True,U,M,1957-06-25 00:00:00,Fertitta,Tilman,Chairman and CEO,4/4/2023 5:01,Texas,South,1957.0,6.0,25.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
256,8100,Diversified,Marie-Hélène Habert-Dassault,58,France,Paris,Diversified,Diversified,France,,False,D,F,1965-04-04 00:00:00,Habert-Dassault,Marie-Hélène,,4/4/2023 5:01,,,1965.0,4.0,4.0,110.05,1.1,-2147483648,66,103,82.5,24.2,61,67059887
256,8100,Gambling & Casinos,Karel Komarek,54,Switzerland,Verbier,"Oil and gas, IT, lotteries",Gambling & Casinos,Czech Republic,,True,U,M,1969-03-15 00:00:00,Komarek,Karel,,4/4/2023 5:01,,,1969.0,3.0,15.0,99.55,0.4,-2147483648,60,106,83.6,10.1,29,8574832
261,8000,Technology,Nathan Blecharczyk,40,United States,San Francisco,Airbnb,Technology,United States,,True,D,M,1983-06-11 00:00:00,Blecharczyk,Nathan,,4/4/2023 5:01,California,West,1983.0,6.0,11.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
261,8000,Energy,Leonid Fedun,67,Russia,Moscow,Oil,Energy,Russia,,True,U,M,1956-04-05 00:00:00,Fedun,Leonid,,4/4/2023 5:01,,,1956.0,4.0,5.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
261,8000,Fashion & Retail,Bernard Marcus,94,United States,Atlanta,Home Depot,Fashion & Retail,United States,Home Depot,True,D,M,1929-05-12 00:00:00,Marcus,Bernard,"Co-founder, ex chairman of the board",4/4/2023 5:01,Georgia,South,1929.0,5.0,12.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
261,8000,Finance & Investments,Patrick Ryan,86,United States,Winnetka,Insurance,Finance & Investments,United States,Ryan Specialty Group,True,E,M,1937-05-15 00:00:00,Ryan,Patrick,Chairman and CEO,4/4/2023 5:01,Illinois,Midwest,1937.0,5.0,15.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
261,8000,Finance & Investments,Robert F. Smith,61,United States,Austin,Private equity,Finance & Investments,United States,,True,U,M,1962-12-01 00:00:00,Smith,Robert F.,Investor,4/4/2023 5:01,Texas,South,1962.0,12.0,1.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
261,8000,Metals & Mining,Pavel Tykac,59,Czech Republic,Prague,Coal mines,Metals & Mining,Czech Republic,,True,U,M,1964-05-15 00:00:00,Tykac,Pavel,,4/4/2023 5:01,,,1964.0,5.0,15.0,116.48,2.8,-2147483648,65,101,79.0,14.9,47,10669709
261,8000,Finance & Investments,Eric Wittouck,77,Monaco,,Investments,Finance & Investments,Belgium,,False,D,M,1946-10-01 00:00:00,Wittouck,Eric,,4/4/2023 5:01,,,1946.0,10.0,1.0,,,-2147483648,68,103,,,44,38964
268,7900,Finance & Investments,Orlando Bravo,53,United States,Miami Beach,Private equity,Finance & Investments,United States,,True,U,M,1970-09-23 00:00:00,Bravo,Orlando,,4/4/2023 5:01,Florida,South,1970.0,9.0,23.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
268,7900,Fashion & Retail,Ding Shizhong,53,China,Quanzhou,Sports apparel,Fashion & Retail,China,,True,U,M,1970-12-01 00:00:00,Ding,Shizhong,,4/4/2023 5:01,,,1970.0,12.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
268,7900,Fashion & Retail,Nancy Walton Laurie,72,United States,Henderson,Walmart,Fashion & Retail,United States,,False,D,F,1951-05-15 00:00:00,Laurie,Nancy Walton,,4/4/2023 5:01,Nevada,West,1951.0,5.0,15.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
268,7900,Technology,Jay Y. Lee,55,South Korea,Seoul,Samsung,Technology,South Korea,,False,D,M,1968-06-23 00:00:00,Lee,Jay Y.,,4/4/2023 5:01,,,1968.0,6.0,23.0,115.16,0.4,-2147483648,95,99,82.6,15.6,34,51709098
268,7900,Finance & Investments,Ramzi Musallam,55,United States,New York,Private equity,Finance & Investments,United States,,True,U,M,1968-09-17 00:00:00,Musallam,Ramzi,,4/4/2023 5:01,New York,Northeast,1968.0,9.0,17.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
268,7900,Finance & Investments,David Shaw,72,United States,New York,Hedge funds,Finance & Investments,United States,"D. E. Shaw & Co., L.P.",True,U,M,1951-03-29 00:00:00,Shaw,David,Founder,4/4/2023 5:01,New York,Northeast,1951.0,3.0,29.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
268,7900,Metals & Mining,Andrei Skoch & family,57,Russia,Moscow,Metals and mining,Metals & Mining,Russia,,True,U,M,1966-01-30 00:00:00,Skoch & family,Andrei,,4/4/2023 5:01,,,1966.0,1.0,30.0,180.75,4.5,-2147483648,82,103,72.7,11.4,47,144373535
268,7900,Diversified,Georg Stumpf,51,Austria,Vienna,"Real estate, construction",Diversified,Austria,,True,E,M,1972-09-14 00:00:00,Stumpf,Georg,,4/4/2023 5:01,,,1972.0,9.0,14.0,118.06,1.5,-2147483648,86,104,81.6,25.4,52,8877067
276,7800,Telecom,Rocco Commisso,74,United States,Saddle River,Telecom,Telecom,United States,,True,U,M,1949-11-25 00:00:00,Commisso,Rocco,,4/4/2023 5:01,New Jersey,Northeast,1949.0,11.0,25.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
276,7800,Manufacturing,Li Shuirong & family,67,China,Hangzhou,Petrochemicals,Manufacturing,China,,True,D,M,1956-07-01 00:00:00,Li,Shuirong,,4/4/2023 5:01,,,1956.0,7.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
276,7800,Manufacturing,Lin Shu-hong,95,Taiwan,Taipei,Petrochemicals,Manufacturing,Taiwan,,True,U,M,1928-08-01 00:00:00,Lin,Shu-hong,,4/4/2023 5:01,,,1928.0,8.0,1.0,,,-2147483648,68,103,,,44,507454841
276,7800,Technology,Qi Shi & family,53,China,Shanghai,Financial information,Technology,China,,True,D,M,1970-01-03 00:00:00,Qi,Shi,,4/4/2023 5:01,,,1970.0,1.0,3.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
276,7800,Manufacturing,Yao Liangsong,59,China,Guangzhou,Furniture,Manufacturing,China,,True,D,M,1964-08-01 00:00:00,Yao,Liangsong,,4/4/2023 5:01,,,1964.0,8.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
276,7800,Fashion & Retail,Zhang Congyuan,75,Taiwan,Taoyuan,Shoes,Fashion & Retail,Taiwan,,True,D,M,1948-01-01 00:00:00,Zhang,Congyuan,,4/4/2023 5:01,,,1948.0,1.0,1.0,,,-2147483648,68,103,,,44,507454841
282,7700,Food & Beverage,Jean-Michel Besnier,56,France,Laval,Cheese,Food & Beverage,France,,False,D,M,1967-06-05 00:00:00,Besnier,Jean-Michel,,4/4/2023 5:01,,,1967.0,6.0,5.0,110.05,1.1,-2147483648,66,103,82.5,24.2,61,67059887
282,7700,Food & Beverage,Marie Besnier Beauvalot,43,France,Laval,Cheese,Food & Beverage,France,,False,D,F,1980-07-30 00:00:00,Besnier Beauvalot,Marie,,4/4/2023 5:01,,,1980.0,7.0,30.0,110.05,1.1,-2147483648,66,103,82.5,24.2,61,67059887
282,7700,Media & Entertainment,David Geffen,80,United States,Beverly Hills,"Movies, record labels",Media & Entertainment,United States,DreamWorks Animation SKG Inc. (Cl A),True,D,M,1943-02-21 00:00:00,Geffen,David,Cofounder,4/4/2023 5:01,California,West,1943.0,2.0,21.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
282,7700,Technology,Robin Li,55,China,Beijing,Internet search,Technology,China,Baidu,True,U,M,1968-11-17 00:00:00,Li,Robin,Founder and CEO,4/4/2023 5:01,,,1968.0,11.0,17.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
282,7700,Service,Liu Yonghao & family,72,China,Chengdu,Agribusiness,Service,China,,True,D,M,1951-09-01 00:00:00,Liu,Yonghao,,4/4/2023 5:01,,,1951.0,9.0,1.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
282,7700,Technology,Henry Samueli,69,United States,Newport Beach,Semiconductors,Technology,United States,Broadcom,True,U,M,1954-09-20 00:00:00,Samueli,Henry,"Cofounder, Chief Technology Officer and Chairman",4/4/2023 5:01,California,West,1954.0,9.0,20.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
282,7700,Healthcare,Reinhold Schmieding,68,United States,Naples,Medical devices,Healthcare,United States,,True,U,M,1955-01-03 00:00:00,Schmieding,Reinhold,,4/4/2023 5:01,Florida,South,1955.0,1.0,3.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
282,7700,Real Estate,Ivar Tollefsen,62,Norway,Oslo,Real estate,Real Estate,Norway,,True,U,M,1961-06-23 00:00:00,Tollefsen,Ivar,,4/4/2023 5:01,,,1961.0,6.0,23.0,120.27,2.2,-2147483648,82,101,82.8,23.9,37,5347896
290,7600,Energy,Cao Renxian,55,China,Hefei,Photovoltaic equipment,Energy,China,,True,D,M,1968-07-24 00:00:00,Cao,Renxian,,4/4/2023 5:01,,,1968.0,7.0,24.0,125.08,2.9,-2147483648,51,101,77.0,9.4,60,1397715000
290,7600,Healthcare,Hasmukh Chudgar & family,90,India,Ahmedabad,Pharmaceuticals,Healthcare,India,,True,U,M,1933-09-19 00:00:00,Chudgar,Hasmukh,,4/4/2023 5:01,,,1933.0,9.0,19.0,180.44,7.7,-2147483648,29,113,69.4,11.2,50,1366417754
290,7600,Manufacturing,Andrew Currie,68,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,,True,U,M,1955-12-04 00:00:00,Currie,Andrew,,4/4/2023 5:01,,,1955.0,12.0,4.0,119.62,1.7,-2147483648,60,102,81.3,25.5,31,66834405
290,7600,Technology,Joe Gebbia,42,United States,Austin,Airbnb,Technology,United States,"Airbnb, Inc.",True,D,M,1981-08-21 00:00:00,Gebbia,Joe,Cofounder & Chair of Airbnb.org,4/4/2023 5:01,Texas,South,1981.0,8.0,21.0,117.24,7.5,-2147483648,89,102,78.5,9.6,37,328239523
290,7600,Real Estate,Philip Ng,64,Singapore,Singapore,Real Estate,Real Estate,Singapore,,False,Split Family Fortune,M,1959-01-01 00:00:00,Ng,Philip,,4/4/2023 5:01,,,1959.0,1.0,1.0,114.41,0.6,-2147483648,85,101,83.1,13.1,21,5703569
